BrandName,ModelGroup,ModelDescription,kModelMasterID,ModelNum,MFGModelNum,Summed_Sales,PartMFG,kInventoryID,kManufactureID,PartNum,Description,LongDescription,PartType,MIN_ImageOrder,Has_Image,SubbedPartNumbers,competitornumbers,reqManufactureID,reqMfgModelNum
Amana,Refrigerator,Refrigerator,825506,TQ18R3-P1181809WL,,21632,Whirlpool,1997110,3,10433805,DISCONTINUED,,,,0,"10433802,PS1997108,EAP1997108,FIX1997108,FRG1997108,PS34733,EAP34733,FIX34733,FRG34733,PS34736,EAP34736,FIX34736,FRG34736,","PS1997110,EAP1997110,FIX1997110,AP4002023",0,0
General Electric,Dryer,Dryer,901629,PBVH415EH2WW,,36162,GE,1482118,2,WE10M123          ,DOOR Assembly WHITE,,,,0,,"PS1482118,EAP1482118,FIX1482118,",0,0
Maytag,Refrigerator,Refrigerator,868018,MFD2562VEA1,,17707,Whirlpool,11738620,3,WP12806701,COVER-BOX,,,1.0,1,"12806701,12806701N,12806703,67003899,67004006,8208193,PS2067825,EAP2067825,FIX2067825,FRG2067825,PS2067906,EAP2067906,FIX2067906,FRG2067906,PS2276709,EAP2276709,FIX2276709,FRG2276709,PS2346462,EAP2346462,FIX2346462,FRG2346462,PS2371472,EAP2371472,FIX2371472,FRG2371472,PS3417733,EAP3417733,FIX3417733,FRG3417733,PS892454,EAP892454,FIX892454,FRG892454,PS892516,EAP892516,FIX892516,FRG892516,PS986091,EAP986091,FIX986091,FRG986091,","PS11738620,EAP11738620,FIX11738620,",1,0
General Electric,Dryer,Dryer,1222579,ZDT800SSFSS,,30108,GE,2340139,2,WR01X10858,SCR 8-18 AB PNP 5/8 S,,,1.0,1,,"PS2340139,EAP2340139,FIX2340139,",0,0
General Electric,Refrigerator,Refrigerator,894159,ZISS420NHASS,,27120,GE,284979,2,WR02X10540        ,Lid Bumper,"The lid bumper or evaporator fan motor bumper in your refrigerator prevents the fan motor from scraping against the side bracket. If your refrigerator/freezer is noisy, the bumper could be worn down or missing, and the sound could be a result of the motor scraping the side bracket. You will find it between the fan motor and the side bracket on the evaporator fan motor assembly. To access the bumper, you will need to remove the evaporator fan motor assembly from the freezer. This part is made of orange rubber and is less than half an inch in diameter. It has a rounded top and a slightly pointed bottom, and is sold individually. ",Hardware,1.0,1,"123C8091P002,PS17233557,EAP17233557,FIX17233557,FRG17233557,PS773618,EAP773618,FIX773618,FRG773618,PS965575,EAP965575,FIX965575,FRG965575,WR02X11329,WR2X10540,","PS284979,EAP284979,FIX284979,AP3414570",0,0
General Electric,Dryer,Dryer,891220,PFSR465GH3WW,,38070,GE,265721,2,WE12X83           ,Idler Pulley Wheel,A dryer's idler pulley wheel serves to help the belt to rotate the drum.,Pulley,1.0,1,"PS265653,EAP265653,FIX265653,FRG265653,PS265656,EAP265656,FIX265656,FRG265656,PS265667,EAP265667,FIX265667,FRG265667,PS265670,EAP265670,FIX265670,FRG265670,PS265678,EAP265678,FIX265678,FRG265678,PS265713,EAP265713,FIX265713,FRG265713,PS265730,EAP265730,FIX265730,FRG265730,WE12M0008,WE12M8,WE12X0080,WE12X0083,WE12X0092,WE12X80,WE12X92,","PS265721,EAP265721,FIX265721,AP2043227",0,0
Frigidaire,Refrigerator,Refrigerator,840065,LFHT2117LW8,,16530,Frigidaire,430364,4,240381301         ,Plug - Hinge Bearing Cover,,Cap or Lid,1.0,1,,"PS430364,EAP430364,FIX430364,,FRG430364,AP2116215",0,0
Kenmore,Refrigerator,Refrigerator,236302,25351624103                   ,,17074,Frigidaire,470737,4,5304404331        ,SCREW-SOLENOID,,,,0,,"PS470737,EAP470737,FIX470737,,FRG470737,AP2150658",0,0
Frigidaire,Refrigerator,Refrigerator,189666,FRS26R4CWR                    ,,17264,Frigidaire,430584,4,240430501         ,CHANNEL,,,,0,,"PS430584,EAP430584,FIX430584,,FRG430584,AP2116357",0,0
Frigidaire,Refrigerator,Refrigerator,57501,FRS26KF6EM4                   ,,17482,Frigidaire,1532376,4,5304455650        ,Hex Head Screw,Sold individually. ,Hardware,1.0,1,"06589767,08000098,08010314,08012354,08016566,215005000,240409001,3001060,3001109,3001218,5303211787,5304453926,5308016566,636T091P15,75304455650,8000098,8010314,8012354,8016566,F52405,F55516,G000163980,G000177687,G000183147,G000187363,G144398,G163980,G177687,G183147,G187363,K1146943,K1164391,K5004401,PS1544264,EAP1544264,FIX1544264,FRG1544264,PS1544282,EAP1544282,FIX1544282,FRG1544282,PS1558351,EAP1558351,FIX1558351,FRG1558351,PS2336954,EAP2336954,FIX2336954,FRG2336954,PS2364277,EAP2364277,FIX2364277,FRG2364277,PS409713,EAP409713,FIX409713,FRG409713,PS410335,EAP410335,FIX410335,FRG410335,PS412677,EAP412677,FIX412677,FRG412677,PS413349,EAP413349,FIX413349,FRG413349,PS414785,EAP414785,FIX414785,FRG414785,PS421743,EAP421743,FIX421743,FRG421743,PS430472,EAP430472,FIX430472,FRG430472,PS431565,EAP431565,FIX431565,FRG431565,PS431600,EAP431600,FIX431600,FRG431600,PS431678,EAP431678,FIX431678,FRG431678,PS457139,EAP457139,FIX457139,FRG457139,PS474339,EAP474339,FIX474339,FRG474339,PS478067,EAP478067,FIX478067,FRG478067,PS486614,EAP486614,FIX486614,FRG486614,PS486652,EAP486652,FIX486652,FRG486652,PS487982,EAP487982,FIX487982,FRG487982,PS488353,EAP488353,FIX488353,FRG488353,PS489602,EAP489602,FIX489602,FRG489602,PS491515,EAP491515,FIX491515,FRG491515,PS492753,EAP492753,FIX492753,FRG492753,PS493170,EAP493170,FIX493170,FRG493170,PS493557,EAP493557,FIX493557,FRG493557,PS496147,EAP496147,FIX496147,FRG496147,PS496275,EAP496275,FIX496275,FRG496275,PS498087,EAP498087,FIX498087,FRG498087,PS611913,EAP611913,FIX611913,FRG611913,PS614127,EAP614127,FIX614127,FRG614127,PS618968,EAP618968,FIX618968,FRG618968,PS630516,EAP630516,FIX630516,FRG630516,R002001071,","PS1532376,EAP1532376,FIX1532376,,FRG1532376,AP3966019",0,0
Frigidaire,Refrigerator,Refrigerator,200558,GLHS67EHW2                    ,,17895,Frigidaire,1526549,4,241716002         ,Ice Dispenser Actuator Rod,,,1.0,1,"241716001,5304455686,7241716002,PS1526548,EAP1526548,FIX1526548,FRG1526548,PS1532392,EAP1532392,FIX1532392,FRG1532392,PS2335145,EAP2335145,FIX2335145,FRG2335145,","PS1526549,EAP1526549,FIX1526549,,FRG1526549,AP3968180",0,0
General Electric,Dryer,Dryer,890877,GUSR493GBCWW,,41592,GE,267995,2,WE4M80            ,High Limit Thermostat - L290-40F,This hi-limit thermostat acts as as safety mechanism that keeps the dryer from overheating.,Thermostat,1.0,1,"PS2337908,EAP2337908,FIX2337908,FRG2337908,PS264874,EAP264874,FIX264874,FRG264874,PS267882,EAP267882,FIX267882,FRG267882,WE04M0080,WE4M0080,WE4M424,","PS267995,EAP267995,FIX267995,AP2042552",0,0
Husqvarna,Lawn Mower,Lawn Mower,943894,96043017100,,18046,Husqvarna,12609674,126,583612801,Nut,Nut.flange.lock.5/8-11,,,0,"PS16373200,EAP16373200,FIX16373200,FRG16373200,","PS12609674,EAP12609674,FIX12609674,",0,0
Frigidaire,Refrigerator,Refrigerator,69425,GLRS267ZAW5                   ,,17742,Frigidaire,429430,4,218976409         ,Water Tube,"Plastic tube, 5/16"".",Hose or Tube,1.0,1,"218976405,218976410,7218976409,PS2334831,EAP2334831,FIX2334831,FRG2334831,PS429429,EAP429429,FIX429429,FRG429429,PS648787,EAP648787,FIX648787,FRG648787,","PS429430,EAP429430,FIX429430,,FRG429430,AP2115580",0,0
Husqvarna,Lawn Mower,Lawn Mower,1275096,YTH24V54,(917289640)(2010-04),26248,Husqvarna,11825235,126,696541,Drive-Starter,,,,0,,"PS11825235,EAP11825235,FIX11825235,",0,1
General Electric,Dryer,Dryer,889507,PBVH512GF4WW,,36918,GE,266893,2,WE1X1192          ,Door Strike,"TThe door strike for your dryer is mounted on the dryer frame that the door shuts onto. It fits into the door catch on the door and keeps the door closed. If the door strike is damaged or missing, the door will not lock properly and not only will this cause the door to swing open, but it won’t allow the dryer to start properly. It is a small piece of metal, about 1 inch in length and is sold individually.",Latch,1.0,1,"PS264154,EAP264154,FIX264154,FRG264154,PS264566,EAP264566,FIX264566,FRG264566,PS266704,EAP266704,FIX266704,FRG266704,WE01M0314,WE01X1192,WE1M314,","PS266893,EAP266893,FIX266893,AP2042206",0,0
General Electric,Refrigerator,Refrigerator,887123,GSRS3QGXGFSS,,33592,GE,967218,2,WR72X10170        ,Drawer Slide Rail Bracket - Right Side,,Drawer or Glides,1.0,1,,"PS967218,EAP967218,FIX967218,AP3797007",0,0
General Electric,Washer,Washer,895833,GFMN245EL0MG,,27018,GE,312722,2,WZ5X158D          ,SCREW-PKG 12,,Hardware,1.0,1,"PS12726359,EAP12726359,FIX12726359,FRG12726359,PS221332,EAP221332,FIX221332,FRG221332,PS221382,EAP221382,FIX221382,FRG221382,PS234684,EAP234684,FIX234684,FRG234684,PS234702,EAP234702,FIX234702,FRG234702,PS234722,EAP234722,FIX234722,FRG234722,PS257451,EAP257451,FIX257451,FRG257451,PS261520,EAP261520,FIX261520,FRG261520,PS267824,EAP267824,FIX267824,FRG267824,PS283749,EAP283749,FIX283749,FRG283749,PS283837,EAP283837,FIX283837,FRG283837,PS283922,EAP283922,FIX283922,FRG283922,PS283924,EAP283924,FIX283924,FRG283924,PS284196,EAP284196,FIX284196,FRG284196,PS294475,EAP294475,FIX294475,FRG294475,PS294593,EAP294593,FIX294593,FRG294593,PS294684,EAP294684,FIX294684,FRG294684,PS294686,EAP294686,FIX294686,FRG294686,PS295004,EAP295004,FIX295004,FRG295004,PS295224,EAP295224,FIX295224,FRG295224,PS295225,EAP295225,FIX295225,FRG295225,PS295247,EAP295247,FIX295247,FRG295247,PS312297,EAP312297,FIX312297,FRG312297,PS312302,EAP312302,FIX312302,FRG312302,PS312709,EAP312709,FIX312709,FRG312709,PS312710,EAP312710,FIX312710,FRG312710,PS312721,EAP312721,FIX312721,FRG312721,PS312723,EAP312723,FIX312723,FRG312723,PS735979,EAP735979,FIX735979,FRG735979,PS735986,EAP735986,FIX735986,FRG735986,PS742719,EAP742719,FIX742719,FRG742719,PS742746,EAP742746,FIX742746,FRG742746,PS748593,EAP748593,FIX748593,FRG748593,PS749932,EAP749932,FIX749932,FRG749932,PS750808,EAP750808,FIX750808,FRG750808,PS769581,EAP769581,FIX769581,FRG769581,PS769624,EAP769624,FIX769624,FRG769624,PS770261,EAP770261,FIX770261,FRG770261,PS770274,EAP770274,FIX770274,FRG770274,PS770288,EAP770288,FIX770288,FRG770288,PS963117,EAP963117,FIX963117,FRG963117,SWR01X1466,SWR01X5048,SWR1X1466,SWR1X5048,WB01X0248,WB01X0320,WB01X0391,WB1X248,WB1X320,WB1X391,WC01X5055,WC1X5055,WD02X24216,WD02X5067,WD2X5067,WE02X0066,WE2X66,WR01X0844,WR01X0847,WR01X0971,WR01X1466,WR01X1762,WR01X1884,WR01X1886,WR01X5048,WR1X1466,WR1X1762,WR1X1884,WR1X1886,WR1X5048,WR1X844,WR1X847,WR1X971,WZ05X0133,WZ05X0134,WZ05X0158,WZ05X0159,WZ5X133,WZ5X134,WZ5X158,WZ5X159,","PS312722,EAP312722,FIX312722,AP2614680",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1187341,GTH250XP,"(HEGTH250KC,954170214)(2004-01)",19410,Husqvarna,9286726,126,532179471,Bracket Asm. Idler,,,1.0,1,,"PS9286726,EAP9286726,FIX9286726,",0,1
Husqvarna,Lawn Tractor,Lawn Tractor,802324,XT24H48YT,2005,15886,Poulan,10069053,123,188706,Seat,,Seat,1.0,1,,"PS10069053,EAP10069053,FIX10069053,",0,1
Frigidaire,Refrigerator,Refrigerator,14948,GLHS66EJSB0                   ,,18847,Frigidaire,430449,4,240398401         ,Filter Release Spring,,Spring or Shock Absorber,1.0,1,"7240398401,PS2334892,EAP2334892,FIX2334892,FRG2334892,","PS430449,EAP430449,FIX430449,,FRG430449,",0,0
General Electric,Refrigerator,Refrigerator,894508,GSRS3KLZDFSS,,19364,GE,11725333,2,WR01L02577,DOOR RECESS UPPER,,,,0,"PS12335526,EAP12335526,FIX12335526,FRG12335526,WR17M3222,","PS11725333,EAP11725333,FIX11725333,",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,713816,2548,GTH  LOGT25H48B -954572134 -2004-02,16194,Husqvarna,10007048,126,7390600,Nut Centerlock 3/8 - 16 Unc,,,,0,,"PS10007048,EAP10007048,FIX10007048,",0,1
Husqvarna,Lawn Mower,Lawn Mower,1209277,YTH2348,(96045002202)(2010-05),16770,Husqvarna,9308334,126,872110616,Bolt Rdhd Sqnk 3/816 Unc X 2,,,,0,,"PS9308334,EAP9308334,FIX9308334,",0,1
Husqvarna,Lawn Tractor,Lawn Tractor,1275613,YTH1542XP,(HAU15H42D)(2003-01),20164,Husqvarna,12660792,126,581724901,Handle Insert,Decal.tracto,,,0,,"PS12660792,EAP12660792,FIX12660792,",0,1
Frigidaire,Refrigerator,Refrigerator,162950,GLHS68EEB7                    ,,17406,Frigidaire,12751166,4,316538904,Light Bulb,"Clear, 120 Volt, 40 Watt.",,1.0,1,"08002735,08037649,08068090,171840,173421,218926201,2386-1,240436701,240436702,241529103,241552901,241555401,28078,3001179,3001180,3013071,3018801,3051082,3051513,316538901,31956,3201908,3202007,3205941,37400050001,374L001P01,374L002P01,374T012R01,374T018P01,374T018P04,374T018P05,374T020P01,374T025P01,5300063749,5303001179,5303013071,5303051082,5303208582,5303285989,5304406549,5304448955,55771,7241555401,732132000@,75303013071,8002735,8006-19,8006-38-4,8006-38-7,8037649,8063-2,8068090,8529,AP067007,C000501851,F002009-000,F4-21,F51461,F73317,FA2009,G10424,G165723,G185162,G25806,G28087,G28178,G30055,G39122,G54494,K1027373,K1027374,K1081270,K1101291,K1134642,K1135453,K1137227,K1144690,K1168823,K1186186,K1227370,M1088506,M1088822,M1090078,P067007,P067018,PS1024647,EAP1024647,FIX1024647,FRG1024647,PS1144300,EAP1144300,FIX1144300,FRG1144300,PS1144301,EAP1144301,FIX1144301,FRG1144301,PS1148798,EAP1148798,FIX1148798,FRG1148798,PS17165540,EAP17165540,FIX17165540,FRG17165540,PS17218405,EAP17218405,FIX17218405,FRG17218405,PS17220043,EAP17220043,FIX17220043,FRG17220043,PS2332756,EAP2332756,FIX2332756,FRG2332756,PS2335043,EAP2335043,FIX2335043,FRG2335043,PS2336753,EAP2336753,FIX2336753,FRG2336753,PS411098,EAP411098,FIX411098,FRG411098,PS415327,EAP415327,FIX415327,FRG415327,PS415851,EAP415851,FIX415851,FRG415851,PS421319,EAP421319,FIX421319,FRG421319,PS421329,EAP421329,FIX421329,FRG421329,PS429342,EAP429342,FIX429342,FRG429342,PS429649,EAP429649,FIX429649,FRG429649,PS430612,EAP430612,FIX430612,FRG430612,PS431404,EAP431404,FIX431404,FRG431404,PS431647,EAP431647,FIX431647,FRG431647,PS431648,EAP431648,FIX431648,FRG431648,PS432493,EAP432493,FIX432493,FRG432493,PS433972,EAP433972,FIX433972,FRG433972,PS434184,EAP434184,FIX434184,FRG434184,PS434382,EAP434382,FIX434382,FRG434382,PS444813,EAP444813,FIX444813,FRG444813,PS445556,EAP445556,FIX445556,FRG445556,PS445582,EAP445582,FIX445582,FRG445582,PS447279,EAP447279,FIX447279,FRG447279,PS448946,EAP448946,FIX448946,FRG448946,PS448947,EAP448947,FIX448947,FRG448947,PS448955,EAP448955,FIX448955,FRG448955,PS448956,EAP448956,FIX448956,FRG448956,PS448957,EAP448957,FIX448957,FRG448957,PS448958,EAP448958,FIX448958,FRG448958,PS448959,EAP448959,FIX448959,FRG448959,PS448961,EAP448961,FIX448961,FRG448961,PS450083,EAP450083,FIX450083,FRG450083,PS453109,EAP453109,FIX453109,FRG453109,PS453396,EAP453396,FIX453396,FRG453396,PS453934,EAP453934,FIX453934,FRG453934,PS455553,EAP455553,FIX455553,FRG455553,PS460877,EAP460877,FIX460877,FRG460877,PS471113,EAP471113,FIX471113,FRG471113,PS475605,EAP475605,FIX475605,FRG475605,PS479190,EAP479190,FIX479190,FRG479190,PS479191,EAP479191,FIX479191,FRG479191,PS479192,EAP479192,FIX479192,FRG479192,PS479212,EAP479212,FIX479212,FRG479212,PS479482,EAP479482,FIX479482,FRG479482,PS481101,EAP481101,FIX481101,FRG481101,PS482263,EAP482263,FIX482263,FRG482263,PS483628,EAP483628,FIX483628,FRG483628,PS486607,EAP486607,FIX486607,FRG486607,PS486611,EAP486611,FIX486611,FRG486611,PS486894,EAP486894,FIX486894,FRG486894,PS487570,EAP487570,FIX487570,FRG487570,PS488498,EAP488498,FIX488498,FRG488498,PS491790,EAP491790,FIX491790,FRG491790,PS493303,EAP493303,FIX493303,FRG493303,PS493827,EAP493827,FIX493827,FRG493827,PS493832,EAP493832,FIX493832,FRG493832,PS493834,EAP493834,FIX493834,FRG493834,PS493842,EAP493842,FIX493842,FRG493842,PS493879,EAP493879,FIX493879,FRG493879,PS494757,EAP494757,FIX494757,FRG494757,PS495676,EAP495676,FIX495676,FRG495676,PS495677,EAP495677,FIX495677,FRG495677,PS495921,EAP495921,FIX495921,FRG495921,PS496101,EAP496101,FIX496101,FRG496101,PS496124,EAP496124,FIX496124,FRG496124,PS496127,EAP496127,FIX496127,FRG496127,PS496129,EAP496129,FIX496129,FRG496129,PS496134,EAP496134,FIX496134,FRG496134,PS496537,EAP496537,FIX496537,FRG496537,PS496556,EAP496556,FIX496556,FRG496556,PS496731,EAP496731,FIX496731,FRG496731,PS499082,EAP499082,FIX499082,FRG499082,PS499086,EAP499086,FIX499086,FRG499086,PS499102,EAP499102,FIX499102,FRG499102,PS499261,EAP499261,FIX499261,FRG499261,PS499264,EAP499264,FIX499264,FRG499264,PS499803,EAP499803,FIX499803,FRG499803,PS499804,EAP499804,FIX499804,FRG499804,PS499964,EAP499964,FIX499964,FRG499964,PS500218,EAP500218,FIX500218,FRG500218,PS500219,EAP500219,FIX500219,FRG500219,PS501121,EAP501121,FIX501121,FRG501121,PS502086,EAP502086,FIX502086,FRG502086,PS502271,EAP502271,FIX502271,FRG502271,PS502961,EAP502961,FIX502961,FRG502961,PS502990,EAP502990,FIX502990,FRG502990,PS503529,EAP503529,FIX503529,FRG503529,PS503531,EAP503531,FIX503531,FRG503531,PS613338,EAP613338,FIX613338,FRG613338,PS628902,EAP628902,FIX628902,FRG628902,PS631053,EAP631053,FIX631053,FRG631053,PS725124,EAP725124,FIX725124,FRG725124,PS977006,EAP977006,FIX977006,FRG977006,Q000007422,Q000007428,Q000023556,Q000063746,Q000063749,Q000198580,Q63749,QM000009D1,R000900925,T1506945,T357165,WC501851,WC501868,","PS12751166,EAP12751166,FIX12751166,,FRG12751166,",0,0
Frigidaire,Refrigerator,Refrigerator,43457,PHSB67EHSB3                   ,,18382,Frigidaire,430892,4,240505801         ,Light Switch,"This is the replacement light switch for your refrigerator. It is white in color and is approximately 2inches long and 1 inch wide. If the light is not working or stays on, you may need to replace the switch. It is an OEM part, directly from the manufacturer. Be sure to disconnect the refrigerator from the power source before you begin this repair. To remove the switch, simply use a flathead screwdriver to pop the switch out from the refrigerator wall, then disconnect the wires. Reconnect the wires to the new switch and snap it into place to complete your repair.",Switch,1.0,1,"240413601,7240505801,PS3410486,EAP3410486,FIX3410486,FRG3410486,PS430503,EAP430503,FIX430503,FRG430503,","PS430892,EAP430892,FIX430892,,FRG430892,AP2116563",0,0
Maytag,Refrigerator,Refrigerator,870481,MSD2554VEY00,,22240,Whirlpool,16875488,3,W11629923,COUPLING,Sold individually.,,1.0,1,"2188918,PS11739143,EAP11739143,FIX11739143,FRG11739143,PS1483959,EAP1483959,FIX1483959,FRG1483959,PS16874852,EAP16874852,FIX16874852,FRG16874852,PS2217157,EAP2217157,FIX2217157,FRG2217157,W11419284,WP2188918,","PS16875488,EAP16875488,FIX16875488,",0,0
Frigidaire,Refrigerator,Refrigerator,181602,FRS26LF7DS2                   ,,18137,Frigidaire,2379388,4,5303918455,Hinge Kit - Left and Right Hinges,This is the replacement hinge kit for your refrigerator. This kit contains both the left and right hinges. Each hinge is made mainly of metal and plastic and is approximately 3 inches by 3 inches. This hinge kit does not contain the mounting hardware. The adjustable hinge kit supports the refrigerator and freezer doors and allows the doors to pivot open. The hinge kit also makes it easy to level the doors. This kit is a genuine OEM part sourced directly from the manufacturer.,Hinge,1.0,1,"240419101,240419102,240419103,240419104,240456901,240456902,240456903,240456904,240456905,240456906,240537101,240537102,240537103,240537104,240537105,240537106,241603607,241603701,241603702,241603703,241603704,241796101,241796102,241813601,241813602,5303918433,5304457964,7241813601,7241813602,PS1526181,EAP1526181,FIX1526181,FRG1526181,PS1526183,EAP1526183,FIX1526183,FRG1526183,PS1526184,EAP1526184,FIX1526184,FRG1526184,PS1532968,EAP1532968,FIX1532968,FRG1532968,PS17174855,EAP17174855,FIX17174855,FRG17174855,PS2331708,EAP2331708,FIX2331708,FRG2331708,PS2331709,EAP2331709,FIX2331709,FRG2331709,PS2331735,EAP2331735,FIX2331735,FRG2331735,PS2331736,EAP2331736,FIX2331736,FRG2331736,PS2335295,EAP2335295,FIX2335295,FRG2335295,PS2335296,EAP2335296,FIX2335296,FRG2335296,PS2364254,EAP2364254,FIX2364254,FRG2364254,PS430535,EAP430535,FIX430535,FRG430535,PS430536,EAP430536,FIX430536,FRG430536,PS430537,EAP430537,FIX430537,FRG430537,PS430538,EAP430538,FIX430538,FRG430538,PS430808,EAP430808,FIX430808,FRG430808,PS430809,EAP430809,FIX430809,FRG430809,PS430810,EAP430810,FIX430810,FRG430810,PS430811,EAP430811,FIX430811,FRG430811,PS430812,EAP430812,FIX430812,FRG430812,PS430813,EAP430813,FIX430813,FRG430813,PS648988,EAP648988,FIX648988,FRG648988,PS648989,EAP648989,FIX648989,FRG648989,PS648990,EAP648990,FIX648990,FRG648990,PS648991,EAP648991,FIX648991,FRG648991,PS648992,EAP648992,FIX648992,FRG648992,PS648993,EAP648993,FIX648993,FRG648993,PS977163,EAP977163,FIX977163,FRG977163,PS977164,EAP977164,FIX977164,FRG977164,","PS2379388,EAP2379388,FIX2379388,,FRG2379388,AP4510894",0,0
General Electric,Refrigerator,Refrigerator,888653,ZISP420DHASS,,32020,GE,291248,2,WR17X10044        ,AUGER HELIX DISPLAY,,,,0,,"PS291248,EAP291248,FIX291248,",0,0
Gibson,Refrigerator,Refrigerator,130401,GRS26F5AQ4                    ,,15517,Frigidaire,429846,4,240334201         ,Freezer Upper Door Bin,Sold individually.,Tray or Shelf,1.0,1,"240334207,PS649191,EAP649191,FIX649191,FRG649191,","PS429846,EAP429846,FIX429846,,FRG429846,AP2115843",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1192872,PP1242,(1993),15322,Weed Eater,12123455,151,583663901,"Shaft, Cross",,,,0,"PS16373226,EAP16373226,FIX16373226,FRG16373226,","PS12123455,EAP12123455,FIX12123455,",0,1
General Electric,Dryer,Dryer,1222127,GTMP520ED4WW,,53750,GE,11721884,2,WR08X21100, TSD COMBO,,,1.0,1,,"PS11721884,EAP11721884,FIX11721884,",0,0
Frigidaire,Refrigerator,Refrigerator,51190,GLHS67EHB5                    ,,18099,Frigidaire,1526576,4,241731801         ,SPRING-CONTROL ROD,,Spring or Shock Absorber,1.0,1,"7241731801,PS2335153,EAP2335153,FIX2335153,FRG2335153,","PS1526576,EAP1526576,FIX1526576,,FRG1526576,AP3968197",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1275449,CTH150,(96061018102)(2007-09),22116,Husqvarna,9020864,126,532193350,Switch-Ign,,Switch,1.0,1,"PS16359330,EAP16359330,FIX16359330,FRG16359330,","PS9020864,EAP9020864,FIX9020864,",0,1
Husqvarna,Lawn Mower,Lawn Mower,939122,96045003800,,16254,Husqvarna,9020864,126,532193350,Switch-Ign,,Switch,1.0,1,"PS16359330,EAP16359330,FIX16359330,FRG16359330,","PS9020864,EAP9020864,FIX9020864,",0,0
Frigidaire,Refrigerator,Refrigerator,192483,FRS6L9EFSS2                   ,,17251,Frigidaire,648823,4,240350702         ,Upper Crisper Drawer Cover - Glass NOT Included,"This cover holds up the top crisper drawer, and has drawer glides molded in it. This upper crisper drawer cover is a manufacturer-approved replacement part for your refrigerator. It has drawer glides molded into the frame but this part does not include the glass cover. To replace this part, lift out the glass cover and snap out the drawer frame. Snap this new frame cover into place and replace the glass.",Tray or Shelf,,0,"240350701,PS430011,EAP430011,FIX430011,FRG430011,","PS648823,EAP648823,FIX648823,,FRG648823,AP2115959",0,0
Husqvarna,Lawn Tractor,Lawn Tractor,1276147,GTH2554XP,(HAU25H54B)(2004-09),21886,Husqvarna,9010978,126,532145005,Decal-Battery Dnge/Poi,,,1.0,1,,"PS9010978,EAP9010978,FIX9010978,",0,1
General Electric,Refrigerator,Refrigerator,894106,ZISP480DXDSS,,32250,GE,16220252,2,WR30X32633,ICE BUCKET,,,1.0,1,"PS758952,EAP758952,FIX758952,FRG758952,WR17X11410,","PS16220252,EAP16220252,FIX16220252,",0,0
General Electric,Refrigerator,Refrigerator,895190,ZISS420DXDSS,,33290,GE,304103,2,WR55X10025        ,Temperature Sensor,Also known as a thermistor. This part is used to sense the temperature in the cabinet.,Thermostat,1.0,1,"PS1021891,EAP1021891,FIX1021891,FRG1021891,PS2323346,EAP2323346,FIX2323346,FRG2323346,PS2323362,EAP2323362,FIX2323362,FRG2323362,PS2323381,EAP2323381,FIX2323381,FRG2323381,PS2323382,EAP2323382,FIX2323382,FRG2323382,PS2323383,EAP2323383,FIX2323383,FRG2323383,PS2354827,EAP2354827,FIX2354827,FRG2354827,PS2354828,EAP2354828,FIX2354828,FRG2354828,PS2354829,EAP2354829,FIX2354829,FRG2354829,PS303447,EAP303447,FIX303447,FRG303447,PS303453,EAP303453,FIX303453,FRG303453,PS304104,EAP304104,FIX304104,FRG304104,PS304105,EAP304105,FIX304105,FRG304105,PS304106,EAP304106,FIX304106,FRG304106,PS304107,EAP304107,FIX304107,FRG304107,PS304157,EAP304157,FIX304157,FRG304157,PS304158,EAP304158,FIX304158,FRG304158,PS304159,EAP304159,FIX304159,FRG304159,PS8768098,EAP8768098,FIX8768098,FRG8768098,PS8768099,EAP8768099,FIX8768099,FRG8768099,PS8768102,EAP8768102,FIX8768102,FRG8768102,PS8768104,EAP8768104,FIX8768104,FRG8768104,PS9494542,EAP9494542,FIX9494542,FRG9494542,PS966752,EAP966752,FIX966752,FRG966752,PS966851,EAP966851,FIX966851,FRG966851,PS966864,EAP966864,FIX966864,FRG966864,WR50X10027,WR50X10034,WR50X10055,WR50X10067,WR55X10025B,WR55X10026,WR55X10027,WR55X10028,WR55X10030,WR55X10087,WR55X10088,WR55X10089,WR55X10367,WR55X10380,WR55X10661,WR55X10711,WR55X10735,WR55X10736,WR55X10737,WR55X10937,WR55X10938,WR55X10939,WR55X11121,WR55X11141,WR55X11150,WR55X11152,","PS304103,EAP304103,FIX304103,AP3185407",0,0
